2.1384 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.4634 	EXP 	New trial (rep=0, index=0): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
10.5221 	EXP 	text: height = 0.05000000000000001
10.5221 	EXP 	text: height = 0.05000000000000001
10.5221 	EXP 	text: height = 0.05000000000000001
10.5221 	EXP 	text: text = 'GBP 78 today or  GBP 80 atfter 162 days '
10.5221 	EXP 	Fixation: autoDraw = True
11.4594 	EXP 	text: autoDraw = True
11.5258 	EXP 	Fixation: autoDraw = False
13.9751 	EXP 	New trial (rep=0, index=1): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
13.9850 	DATA 	Keypress: t
13.9900 	EXP 	Fixation: autoDraw = False
13.9900 	EXP 	text: autoDraw = False
13.9900 	EXP 	text: height = 0.05000000000000001
13.9900 	EXP 	text: height = 0.05000000000000001
13.9900 	EXP 	text: height = 0.05000000000000001
13.9900 	EXP 	text: text = 'GBP 15 today or  GBP 35 atfter 13 days '
13.9900 	EXP 	Fixation: autoDraw = True
14.9893 	EXP 	Fixation: autoDraw = False
14.9893 	EXP 	text: autoDraw = True
17.1220 	EXP 	New trial (rep=0, index=2): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
17.1276 	DATA 	Keypress: l
17.1373 	EXP 	Fixation: autoDraw = False
17.1373 	EXP 	text: autoDraw = False
17.1373 	EXP 	text: height = 0.05000000000000001
17.1373 	EXP 	text: height = 0.05000000000000001
17.1373 	EXP 	text: height = 0.05000000000000001
17.1373 	EXP 	text: text = 'GBP 27 today or  GBP 50 atfter 21 days '
17.1373 	EXP 	Fixation: autoDraw = True
18.1362 	EXP 	text: autoDraw = True
18.1528 	EXP 	Fixation: autoDraw = False
20.9014 	EXP 	New trial (rep=0, index=3): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
20.9098 	DATA 	Keypress: l
20.9166 	EXP 	Fixation: autoDraw = False
20.9166 	EXP 	text: autoDraw = False
20.9166 	EXP 	text: height = 0.05000000000000001
20.9166 	EXP 	text: height = 0.05000000000000001
20.9166 	EXP 	text: height = 0.05000000000000001
20.9166 	EXP 	text: text = 'GBP 49 today or  GBP 60 atfter 89 days '
20.9166 	EXP 	Fixation: autoDraw = True
21.9158 	EXP 	Fixation: autoDraw = False
21.9158 	EXP 	text: autoDraw = True
25.0317 	EXP 	New trial (rep=0, index=4): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
25.0393 	DATA 	Keypress: t
25.0460 	EXP 	Fixation: autoDraw = False
25.0460 	EXP 	text: autoDraw = False
25.0460 	EXP 	text: height = 0.05000000000000001
25.0460 	EXP 	text: height = 0.05000000000000001
25.0460 	EXP 	text: height = 0.05000000000000001
25.0460 	EXP 	text: text = 'GBP 11 today or  GBP 30 atfter 7 days '
25.0460 	EXP 	Fixation: autoDraw = True
26.0450 	EXP 	Fixation: autoDraw = False
26.0450 	EXP 	text: autoDraw = True
28.8599 	EXP 	New trial (rep=0, index=5): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
28.8643 	DATA 	Keypress: l
28.8756 	EXP 	Fixation: autoDraw = False
28.8756 	EXP 	text: autoDraw = False
28.8756 	EXP 	text: height = 0.05000000000000001
28.8756 	EXP 	text: height = 0.05000000000000001
28.8756 	EXP 	text: height = 0.05000000000000001
28.8756 	EXP 	text: text = 'GBP 40 today or  GBP 55 atfter 62 days '
28.8756 	EXP 	Fixation: autoDraw = True
29.8748 	EXP 	text: autoDraw = True
29.8918 	EXP 	Fixation: autoDraw = False
32.2075 	EXP 	New trial (rep=0, index=6): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
32.2138 	DATA 	Keypress: t
32.2222 	EXP 	Fixation: autoDraw = False
32.2222 	EXP 	text: autoDraw = False
32.2222 	EXP 	text: height = 0.05000000000000001
32.2222 	EXP 	text: height = 0.05000000000000001
32.2222 	EXP 	text: height = 0.05000000000000001
32.2222 	EXP 	text: text = 'GBP 67 today or  GBP 75 atfter 119 days '
32.2222 	EXP 	Fixation: autoDraw = True
33.2215 	EXP 	text: autoDraw = True
33.2380 	EXP 	Fixation: autoDraw = False
34.7052 	DATA 	Keypress: t
34.7198 	EXP 	Fixation: autoDraw = False
34.7198 	EXP 	text: autoDraw = False
34.9019 	EXP 	window1: mouseVisible = True
